               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 482,             0.01561,           0.0058574,           0.0016142,             0.99699,                   1,               0.995,             0.89709,           0.0084454,           0.0030221,           0.0013131,           0.0004762,           0.0004762,           0.0004762
                 483,            0.014593,           0.0059197,           0.0015994,             0.99697,                   1,               0.995,             0.89281,           0.0083666,           0.0030142,             0.00131,           0.0004564,           0.0004564,           0.0004564
                 484,             0.01564,           0.0065145,           0.0015857,             0.99697,                   1,               0.995,             0.89281,           0.0083666,           0.0030142,             0.00131,           0.0004366,           0.0004366,           0.0004366
                 485,             0.01528,           0.0079518,           0.0014843,             0.99701,                   1,               0.995,             0.89147,           0.0083133,           0.0030097,           0.0013067,           0.0004168,           0.0004168,           0.0004168
                 486,            0.014514,           0.0058343,           0.0014065,             0.99703,                   1,               0.995,             0.88552,           0.0083632,           0.0030144,           0.0013018,            0.000397,            0.000397,            0.000397
                 487,            0.015381,           0.0071534,           0.0020316,             0.99705,                   1,               0.995,             0.89533,           0.0082587,           0.0030033,           0.0012986,           0.0003772,           0.0003772,           0.0003772
                 488,            0.015118,           0.0062457,           0.0015979,             0.99705,                   1,               0.995,             0.89533,           0.0082587,           0.0030033,           0.0012986,           0.0003574,           0.0003574,           0.0003574
                 489,            0.015122,           0.0055792,           0.0015791,             0.99704,                   1,               0.995,             0.89222,           0.0083266,           0.0030059,           0.0012964,           0.0003376,           0.0003376,           0.0003376
                 490,             0.01384,           0.0058254,           0.0018167,             0.99701,                   1,               0.995,              0.8838,           0.0084476,           0.0030089,           0.0012951,           0.0003178,           0.0003178,           0.0003178
                 491,             0.01414,           0.0061925,            0.002027,             0.99694,                   1,               0.995,             0.89038,           0.0085317,           0.0030076,            0.001292,            0.000298,            0.000298,            0.000298
                 492,            0.013449,           0.0057559,           0.0015547,             0.99694,                   1,               0.995,             0.89038,           0.0085317,           0.0030076,            0.001292,           0.0002782,           0.0002782,           0.0002782
                 493,            0.014682,             0.00535,           0.0014221,             0.99693,                   1,               0.995,             0.89172,           0.0084926,           0.0029961,           0.0012929,           0.0002584,           0.0002584,           0.0002584
                 494,            0.014465,           0.0057474,           0.0014741,             0.99692,                   1,               0.995,             0.88733,           0.0083322,           0.0029784,           0.0012922,           0.0002386,           0.0002386,           0.0002386
                 495,            0.013944,           0.0057795,           0.0013904,             0.99692,                   1,               0.995,             0.89673,           0.0083027,           0.0029808,           0.0012934,           0.0002188,           0.0002188,           0.0002188
                 496,            0.015018,           0.0065924,           0.0015172,             0.99692,                   1,               0.995,             0.89673,           0.0083027,           0.0029808,           0.0012934,            0.000199,            0.000199,            0.000199
                 497,            0.014744,           0.0066753,           0.0017209,              0.9969,                   1,               0.995,             0.89695,           0.0083592,           0.0029892,           0.0012901,           0.0001792,           0.0001792,           0.0001792
                 498,            0.013907,           0.0057051,           0.0018116,             0.99686,                   1,               0.995,             0.89709,           0.0083549,           0.0029841,           0.0012875,           0.0001594,           0.0001594,           0.0001594
                 499,            0.015512,           0.0063435,            0.001533,             0.99689,                   1,               0.995,             0.89208,           0.0082369,           0.0029789,            0.001287,           0.0001396,           0.0001396,           0.0001396
